2023-12-18 09:48:59,579 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:31:40,993 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:31:41,996 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:31:42,998 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:31:43,999 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:31:45,001 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:31:46,004 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:24,170 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:25,173 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:26,175 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:27,178 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:28,180 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:29,184 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:30,186 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:31,189 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:32,191 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:33,193 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:34,195 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:35,197 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:36,199 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:37,201 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:41,833 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:42,835 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:43,837 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:44,840 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:45,843 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:46,845 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:47,847 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:48,850 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:49,851 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:50,854 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:51,856 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:52,858 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:53,859 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:54,862 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:55,863 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:56,866 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:57,868 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:58,871 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:32:59,873 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:00,875 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:01,877 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:02,879 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:03,882 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:04,884 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:05,886 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:06,889 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:07,891 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:08,892 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:09,895 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:10,897 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:11,899 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:12,901 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:13,903 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:14,905 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:15,907 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:16,909 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:17,911 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:18,913 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:19,916 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:20,917 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:21,920 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:22,922 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:23,924 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:24,925 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:25,927 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:26,930 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:27,932 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:28,935 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:29,937 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:30,940 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:31,942 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:32,945 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:33,947 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:34,948 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:35,951 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:36,953 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:37,955 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:38,957 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:39,960 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:40,962 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:41,964 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:42,967 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:43,969 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:44,971 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:45,973 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:46,976 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:47,978 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:48,980 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:49,983 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:50,985 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:51,988 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:52,991 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:53,993 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:54,995 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:55,997 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:56,999 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:58,002 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:33:59,004 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:00,007 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:01,008 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:02,011 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:03,013 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:04,016 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:05,018 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:06,021 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:07,023 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:08,026 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:09,027 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:10,029 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:11,031 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:12,033 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:13,035 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:14,038 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:15,040 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:16,043 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:17,045 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:18,046 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:19,049 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:20,051 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:21,053 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:22,056 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:23,058 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:24,060 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:25,061 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:26,063 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:30,637 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:31,639 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:32,641 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:33,643 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:34,646 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:35,647 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
2023-12-18 10:34:36,649 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
